X;Y;SJOID;SNAMN;HARO;KOMMUNNAMN;LANSNAMN;NAME;MEDDJ;MAXDJ;VOLYM;Area_HA;Utpl Kandaröding;Antal (minst);Antal rom (minst);Antal 1959;Stadium 1959;Härst. 1959;Antal 1960;Stadium 1960;Härst. 1960;Antal 1961;Stadium 1961;Härst. 1961;Antal 1962;Stadium 1962;Härst. 1962;Antal 1963;Stadium 1963;Härst. 1963;Antal 1964;St. 1964;Här. 1964;Antal 1965;St. 1965;Här. 1965;Antal 1966;St. 1966;Här. 1966;Antal 1967;St. 1967;Här. 1967;Antal 1968;St. 1968;Här. 1968;Antal 1969;St. 1969;Här. 1969;Antal 1970;St. 1970;Här. 1970;Antal 1971;St. 1971;Här. 1971;Antal 1972;St. 1972;Här. 1972;Antal 1973;St. 1973;Här. 1973;Antal 1974;St. 1974;Här. 1974;Antal 1975;St. 1975;Här. 1975;Antal 1976;St. 1976;Här. 1976;Antal 1977;St. 1977;Här. 1977;Antal 1978;St. 1978;Här. 1978;Antal 1979;St. 1979;Här. 1979;Antal 1980;St. 1980;Här. 1980;Antal 1981;St. 1981;Här. 1981;Antal 1982;St. 1982;Här. 1982;Antal 1983;St. 1983;Här. 1983;Antal 1984;St. 1984;Här. 1984;Antal 1985;St. 1985;Här. 1985;Antal 1986;St. 1986;Här. 1986;Antal 1987;St. 1987;Här. 1987;Antal 1988;St. 1988;Här. 1988;Antal 1989;St. 1989;Här. 1989;Antal 1990;St. 1990;Här. 1990;Antal 1991;St. 1991;Här. 1991;Antal 1992;St. 1992;Här. 1992;Antal 1993;St. 1993;Här. 1993;Antal 1994;St. 1994;Här. 1994;Antal 1995;St. 1995;Här. 1995;Antal 1996;St. 1996;Här. 1996;Okänt år;Antal okänt år;St. okänt år;Här. Okänd;Källa
1713090;7473740;741602-180051;Vallsjärv;4000;Överkalix;Norrbottens län;Bottenviken;0;0;0;545,65;Ja;700;;;;;;;;;;;;;;700;1+;Spokane Wash via dansk odlare;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Svärdsson och Nilsson 1964, Nilsson 1968
1689760;7483730;735155-179177;Hovlössjön;6000;Luleå;Norrbottens län;Bottenviken;0;0;0;1046,29;Ja;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Svärdsson och Nilsson 1984,
1713290;7481620;742666-167549;Harsprångsselet;9000;Jokkmokk;Norrbottens län;Bottenviken;0;0;0;139;Ja;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Svärdsson och Nilsson 1984,
1800510;7416020;747161-163565;Langas;9000;Gällivare;Norrbottens län;Bottenviken;13,5;73;652,2;5228,55;Ja;5500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;2;Kusträsk;;;;;;;;;;;;;5000;2;Lycksele;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Svärdsson och Miezis 1970, lst BD
1791770;7351550;739549-164580;Latunjaure;9000;Jokkmokk;Norrbottens län;Bottenviken;0;0;0;1032,68;Ja;13000;;;;;;;;;;;;;;;;;3400/2?;1, 2?;;;;;3400/2?;1, 2?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5000;2, 1+;Lycksele;4000;2, 2+;Lycksele;;;;;;;3000;1+;Lycksele;;;;1000;2;Lycksele;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nilsson 1968, Lycksele fiskodling
1675490;7426660;750099-161739;Lermejaure;9000;Gällivare;Norrbottens län;Bottenviken;0;0;0;445,07;Ja;500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;3;Lycksele;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Lst Bd, Lycksele fiskodling
1635650;7471610;741849-167985;Ligga-Dämningsområde;9000;Jokkmokk;Norrbottens län;Bottenviken;0;0;0;106,13;Ja;750;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;750;3;Lycksele;;;;;;;;;;;;;;;;;;;;;;;Lycksele fiskodling
1645800;7395490;740537-169963;Messauremagasinet;9000;Jokkmokk;Norrbottens län;Bottenviken;0;0;0;2120,38;Ja;1500;;;;;;;;;;;;;;;;;500;2;Spokane Wash via dansk odlare, Porjus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;2+;Lycksele;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Svärdsson och Nilsson 1964, Nilsson 1968, Svärdsson och Miezis 1970, LSt BD, Lycksele
1617390;7500990;739584-165743;Pielnejaure;9000;Jokkmokk;Norrbottens län;Bottenviken;0;0;0;579,89;Ja;0;;;;;;;;;;;;;;;;;;;;;;;;;;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Svärdsson och Nilsson 1984,
1679850;7418490;737840-171613;Porsidammen;9000;Jokkmokk;Norrbottens län;Bottenviken;0;0;0;811,8;Ja;500;;;;;;;;;;;;;;;;;500;2;Spokane Wash via dansk odlare, Porjus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Svärdsson och Nilsson 1964, Nilsson 1968, Svärdsson och Miezis 1970
1699630;7405370;749570-161470;Pätsasj;9000;Gällivare;Norrbottens län;Bottenviken;0;0;0;1325,75;Ja;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;?;;;Lst BD
1657430;7395840;744959-154802;Råvvejaure;9000;Jokkmokk;Norrbottens län;Bottenviken;0;0;0;743,86;Ja;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ja;?;;;Lst BD
1716130;7378400;749241-161291;Satihaure;9000;Gällivare;Norrbottens län;Bottenviken;0;0;0;6890,92;Ja;10000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10000;2;Lycksele;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ja;?;;;Lst BD
1614700;7495700;744265-167316;Stora Lulevatten;9000;Jokkmokk;Norrbottens län;Bottenviken;9,3;28,5;1310,5;16270,3;Ja;23849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;999;2;Kusträsk;;;;;;;16600;2;Lycksele;;;;;;;5000;2;Lycksele;500;2;Lycksele;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;750;3;Lycksele;;;;;;;;;;;;;;;;;;;;;;;Svärdsson och Miezis 1970, Lycksele fiskodling
1548020;7449590;738681-168003;Sör-Tjalmejaure;9000;Jokkmokk;Norrbottens län;Bottenviken;0;0;0;262,52;Ja;1000;;;;;;;;;;;;;;1000;1+;Spokane Wash via dansk odlare;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Svärdsson och Nilsson 1964, Nilsson 1968
1612910;7492410;738202-158831;Tjeggelvas;13000;Arjeplog;Norrbottens län;Bottenviken;0;65;0;6688,78;Ja;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ja;?;;;Lst BD
1673160;7442650;727151-170332;Inre Huvträsket;17000;Piteå;Norrbottens län;Bottenviken;0;0;0;58,9;Ja;2300;;;;;;;;;;;;;;;;;2300;+;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nilsson 1968
1680030;7386810;728111-169808;Stor-Arbost;17000;Arvidsjaur;Norrbottens län;Bottenviken;0;0;0;125,5;Ja;0;;;;;;;;;;;;;;;;;;+;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nilsson 1968
1588310;7382020;727125-170353;Yttre Huvträsket;17000;Piteå;Norrbottens län;Bottenviken;0;0;0;29,87;Ja;1700;;;;;;;;;;;;;;;;;1700;+;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nilsson 1968
1703320;7271510;728786-160751;Storavan;20000;Arjeplog;Norrbottens län;Bottenviken;7,1;21;1394,58;18355,11;Ja;4511;;;;;;;;;;;;;;;;;;;;;;;;;;250;1+;Kvistforsen;261;2+;Kvistforsen;1000;2;Kusträsk;;;;3000;2;Lycksele;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Svärdsson och Miezis 1970, lycksele fiskodling
1698080;7281110;737161-154576;Sädvajaure;20000;Arjeplog;Norrbottens län;Bottenviken;23,7;120;762;4011,48;Ja;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;?;;;Lst BD
1703530;7271250;730691-160221;Uddjaure;20000;Arjeplog;Norrbottens län;Bottenviken;0;0;0;24883,69;Ja;1327;;;;;;;;;;;;;;;;;;;;;;;;;;250;1+;Kvistforsen;279;2+;Kvistforsen;798;2;Lycksele;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Svärdsson och Miezis 1970, Svärdsson och Nilsson 1984, Lyscksele fiskodling
1607510;7287860;624180-141251;Immeln;87000;Kristianstad;Skåne län;Södra Östersjön;7,2;28;160,649;2242,88;Ja;0;;;;;;;;;;;;;;;;;10000/2?;+;;10000/2?;+;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nilsson 1968
1545760;7371610;621669-141629;Ivösjön;87000;Bromölla;Skåne län;Södra Östersjön;0;50;0;5016,84;Ja;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;?;;Nymölla fiskodling;;;;;;;;;;;;;;Svärdsson och Nilsson 1984, Länsstyrelsen Skåne
1602210;7306910;658080-162871;Mälaren;61000;Stockholm;Stockholms län;Norra Östersjön;12,8;66;14356;107836,31;Ja;997;;;;;;;;;;;;;;;;;10000/2?;1;Finger lakes;;;;10000/2?;1;;997;1, 2;Semlan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Svärdsson och Nilsson 1964, Nilsson 1968, Svärdsson och Miezis 1970
1412510;6241800;662322-139339;Alstern;108000;Filipstad;Värmlands län;Västerhavet;0;64;0;884,79;Ja;252;;;;;;;;;;;;;;;;;;;;;;;;;;252;3+;Höljesdammen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Svärdsson och Miezis 1970
1416290;6216690;676382-132326;Höljessjön;108000;Torsby;Värmlands län;Västerhavet;0;0;0;1587,62;Ja;7500;;;;;;;;;;;;;;;;;;;;7500;1+, +;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nilsson 1968
1628710;6580800;665547-137657;Rådasjön;108000;Hagfors;Värmlands län;Västerhavet;22,8;83;236,73;1105,6;Ja;4000;;;;;;;;;;;;;;;;;;;;4000;+;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nilsson 1968
1393390;6623220;663277-130387;Ränken;108000;Eda;Värmlands län;Västerhavet;18,4;34;282,418;1469,14;Ja;1000;;;;;;;;;;;;;;;;;1000;+;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nilsson 1968
1323260;6763820;661264-136508;Visten;108000;Forshaga;Värmlands län;Västerhavet;0;34;0;3205,94;Ja;1000;;;;;;;;;;;;;;;;;;;;1000;+;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nilsson 1968
1376570;6655470;658701-133732;Värmeln;108000;Grums;Värmlands län;Västerhavet;0;0;0;7468,9;Ja;0;;;;;;;;;;;;;;;;;7000/2?;+;;7000/2?;+;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nilsson 1968
1303870;6632770;664198-135102;Övre Fryken;108000;Sunne;Värmlands län;Västerhavet;0;93;0;4190,84;Ja;6000;;;;;;;;;;;;;;;;;6000;+;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nilsson 1968
1365080;6612640;660366-130564;Övre Gla;108000;Arvika;Värmlands län;Västerhavet;19,9;63;238,413;1323;Ja;2000;;;;;;;;;;;;;;;;;2000;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nilsson 1968
1337320;6587010;726269-161911;Laggträsket;20000;Malå;Västerbottens län;Bottenviken;0;0;0;33,46;Ja;2000;;;;;;;;;;;;;;;;;;;;;;;2000;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nilsson 1968
1351020;6641980;719869-169236;Sikträsket;20000;Norsjö;Västerbottens län;Bottenviken;0;0;0;606,98;Ja;8000;;;;;;;;;;;;;;;;;;;;;;;8000;+;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nilsson 1968
1305640;6603660;723360-162707;Släppträsket;20000;Malå;Västerbottens län;Bottenviken;0;0;0;808,2;Ja;4100;;;;;;;;;;;;;;;;;;;;4100;+;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nilsson 1968
1619110;7262690;723501-164588;Stora Skäppträsket;20000;Malå;Västerbottens län;Bottenviken;0;32,1;0;1144,35;Ja;6300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1500;2;Lycksele;;;;1000;2;Lycksele;;;;;;;;;;1300;2;Lycksele;;;;;;;;;;;;;;;;;;;1000;1+;Lycksele;1500;2;Lycksele;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Svärdsson och Miezis 1970, Lycksele fiskodling
1692360;7198690;721872-168280;Vargforsdammen;20000;Norsjö;Västerbottens län;Bottenviken;0;0;0;785,84;Ja;2200;;;;;;;;;;;;;;;;;2200;+;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nilsson 1968
1627070;7233600;725160-161029;Västra Verbosjön;20000;Sorsele;Västerbottens län;Bottenviken;0;0;0;711,97;Ja;3000;;;;;;;;;;;;;;;;;3000;+;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nilsson 1968, Tommy Stenlund
1645880;7235010;717481-168062;Lossmenträsket;26000;Skellefteå;Västerbottens län;Bottenviken;0;0;0;534,45;Ja;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ja;;;;Nilsson 1968
1682800;7218720;710401-171080;Tavelsjön;27000;Umeå;Västerbottens län;Bottenviken;7;25;73,18;974,48;Ja;5000;;;;;;;;;;;;;;;;;;;;;;;5000;+;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nilsson 1968
1610290;7251600;725785-158986;Abmoträsket;28000;Sorsele;Västerbottens län;Bottenviken;0;0;0;1019,66;Ja;5000;;;;;;;;;;;;;;;;;5000;+;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nilsson 1968, LST Ac
1705890;7156390;729880-146497;Bastan;28000;Storuman;Västerbottens län;Bottenviken;0;0;0;13,01;Ja;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000;2+;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Lst Ac
1681920;7179180;725177-151865;Bastansjön;28000;Storuman;Västerbottens län;Bottenviken;0;0;0;373,51;Ja;1000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;+;Lycksele;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Lycksele fiskodling
1680620;7174810;712186-167990;Bjurfors Ö Dämmområde;28000;Vindeln;Västerbottens län;Bottenviken;0;0;0;196,93;Ja;499;;;;;;;;;;;;;;;;;;;;;;;;;;;;;499;2;Lycksele;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Svärdsson och Miezis 1970
1710800;7104010;719662-160777;Blåviken;28000;Lycksele;Västerbottens län;Bottenviken;0;0;0;1721,48;Ja;3000;;;;;;;;;;;;;;;;;;;;;;;;;;3000;1+;Lycksele, svensk+ finsk härstamn;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Svärdsson och Miezis 1970, Lycksele fiskodling
1589860;7257850;727018-154718;Fjosoken;28000;Sorsele;Västerbottens län;Bottenviken;15,7;62,2;210,5;1281,54;Ja;6000;;;;;;;;;;;;;;;;;;;;?;;;;;;;;;500;2;Lycksele;;;;;;;;;;;;;;;;;;;2500;2, 1+;Lycksele;;;;1000;2;Lycksele;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000;1;;Nilsson 1968, Svärdsson och Miezis 1970,Svärdsson och Nilsson 1984, Andersson 1978, LST Ac
1464970;7298800;726380-150241;Gardiken;28000;Storuman;Västerbottens län;Bottenviken;18,3;61,5;240,6;5675,99;Ja;17750;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;2;Lycksele;500;2;Lycksele;;;;;;;;;;;;;;;;1500;1+;Lycksele;5500;2+;Lycksele;8000;2;Lycksele;1250;3;Lycksele;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Svärdsson och Miezis 1970, lycksele fiskodling
1518650;7251770;731461-152261;Gautsträsk;28000;Sorsele;Västerbottens län;Bottenviken;0;44,9;0;551,74;Ja;1000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;2;Lycksele;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LST Ac
1679900;7121860;720771-158367;Grundforsdammen;28000;Storuman;Västerbottens län;Bottenviken;0;0;0;1179,78;Ja;500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;2;Lycksele;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Svärdsson och Miezis 1970
1607770;7196620;727782-148680;Göuta;28000;Storuman;Västerbottens län;Bottenviken;17,2;58;531,2;3163,05;Ja;57053;;;;;;;;;;;;;;;;;;;;3000;+;;;;;1939;1+;Lycksele, svensk+ finsk härstamn;999;2;Lycksele, svensk+ finsk härstamn;2440;1+, 2;Lycksele;900;1+;;;;;1400;1;Lycksele;1400;1;Lycksele;13000;yngel, 1+;Lycksele;12000;Yngel, 1;Lycksele;15000;1+, 1, yngel;Lycksele;3000;1, 2;Lycksele;1275;2+, 3, 2;Lycksele;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;700;3;Lycksele;;;;;;;;;;;;;;;;;Nilsson 1968, Svärdsson och Miezis 1970, Andersson 1978, lst Ac, lycksele fiskodling
1547180;7270180;715545-164780;Lill-Tannselet;28000;Lycksele;Västerbottens län;Bottenviken;0;0;0;815,95;Ja;500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;2;Lycksele;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Svärdsson och Miezis 1970
1502410;7263800;723100-153461;Långvattnet;28000;Storuman;Västerbottens län;Bottenviken;0;0;0;1764,41;Ja;37000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30000;Yngel;Lycksele;;;;7000;2;Lycksele;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Lst Ac, lycksele fiskodling
1522610;7314610;718116-161684;Rusfors Dämningsområde;28000;Lycksele;Västerbottens län;Bottenviken;0;0;0;1019,61;Ja;928;;;;;;;;;;;;;;;;;;;;;;;;;;;;;928;2;Lycksele, svensk+ finsk härstamn;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Svärdsson och Miezis 1970
1583670;7207710;727529-147653;Stor-Björkvattnet;28000;Storuman;Västerbottens län;Bottenviken;30,2;65,5;878;2538,09;Ja;1250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;2;Lycksele;500;2;Lycksele;;;;;;;;;;;;;;;;;;;;;;;;;250;3;Lycksele;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Svärdsson och Miezis 1970
1486800;7277820;724736-157114;Storjuktan;28000;Sorsele;Västerbottens län;Bottenviken;8,1;32,4;216,4;5524,96;Ja;5079;;;;;;;;;;;;;;;;;;;;;;;;;;;;;499;2+;Lycksele;;;;?;2;;580;2+;Lycksele;500;1+;Lycksele;;;;;;;3500;2, 1+;Lycksele;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Svärdsson och Miezis 1970, Andersson 1978, Lycksele fiskodling
1647800;7155450;729320-147860;Stor-Laisan;28000;Storuman;Västerbottens län;Bottenviken;10,3;28,1;148,372;1306,08;Ja;12500;;;;;;;;;;;;;;;;;10500/2?;+;;10500/2?;+;;;;;;;;1000;2;Lycksele, finsk+ svensk härstamning;1000;2;Lycksele;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nilsson 1968, Svärdsson och Miezis 1970, Lycksele fiskodling
1534610;7231000;731799-151196;Stor-Tjulträsket;28000;Sorsele;Västerbottens län;Bottenviken;21,2;38;114;524,69;Ja;9000;;;;;;;;;;;;;;;;;;;;;;;6000;1;;;;;;;;;;;;;;;;;2000;2;Lycksele;;;;1000;2;Lycksele;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nilsson 1968, Filipsson 1994, lst ac
1616840;7181160;722188-156091;Storuman;28000;Storuman;Västerbottens län;Bottenviken;0;135;0;17071,89;Ja;7950;;;;;;;;;;;;;;;;;;;;2000;+;;;;;1000;1+;Lycksele, svensk+ finsk härstamn;530;2;Lycksele, svensk+ finsk härstamn;500;2;Lycksele;2500;2+, 1+;Lycksele;920;2+, 2;Lycksele;500;1+;Lycksele;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nilsson 1968, Svärdsson och Miezis 1970, Andersson 1978, Lycksele fiskodling
